row_id,num_sold
26298,331.577594575391
26316,320.82036304392017
26334,291.8395444204376
26352,274.4217763988654
26370,337.33874882051157
26388,332.40828513752376
26406,255.92714176748834
26424,259.06838170882315
26442,268.3238522716183
26460,259.95882916743716
26478,275.30478973890587
26496,307.5657522305133
26514,295.50535075546054
26532,232.4729871451097
26550,227.86585445626136
26568,226.90126414141884
26586,225.68151693104215
26604,236.56409664962055
26622,278.4694563139697
26640,283.3576791115956
26658,222.0259203105235
26676,221.6078498657393
26694,224.81684511316158
26712,223.75671889463732
26730,234.4121182843015
26748,273.17271636824927
26766,277.92814870354755
26784,217.44827728021414
26802,216.63822108977575
26820,222.48527783305548
26838,224.27499186244154
26856,236.33861119673603
26874,278.08016361525466
26892,279.87589229825045
26910,220.76880203677374
26928,220.40758504030896
26946,219.7218866622272
26964,218.98296244144294
26982,229.51618049235051
27000,270.20107698074577
27018,272.112041426372
27036,215.4294232449037
27054,216.6672331686926
27072,216.16089762078485
27090,215.38639353659912
27108,225.94278716213867
27126,266.2361281716042
27144,268.37257572273495
27162,212.67661379356122
27180,212.67432699070883
27198,212.39555752721117
27216,211.85620736282007
27234,222.47553800687555
27252,262.4314539331885
27270,264.82223191994444
27288,209.00221794860332
27306,208.86569209910672
27324,209.47368494390363
27342,209.16184309646937
27360,218.25893062436833
27378,257.71906526483355
27396,260.32459074952806
27414,206.7198267073399
27432,206.77679637180586
27450,207.9244185310701
27468,207.79213382220925
27486,218.61110402435133
27504,256.63025917286654
27522,259.410589955613
27540,206.13117827319147
27558,199.93054907045163
27576,200.17128753300705
27594,200.14393128234593
27612,210.65757634430943
27630,249.02866343199176
27648,251.8072202735602
27666,200.14113660935425
27684,203.1437890166097
27702,203.41559924124599
27720,203.40232210315745
27738,214.08914693259936
27756,253.07213755672998
27774,255.86702592610652
27792,203.69749946203754
27810,203.8715287440332
27828,204.08585373700512
27846,204.00295554849006
27864,214.63684809610535
27882,260.07678504601273
27900,269.99002898894776
27918,216.7771291467922
27936,216.8366948725388
27954,216.93040700483832
27972,216.70032541302763
27990,227.4431052200418
28008,268.54560304495504
28026,271.17613714348863
28044,215.2181818556975
28062,215.10828351688096
28080,207.37915700618427
28098,207.05981264423613
28116,209.7868339744725
28134,245.4711062229458
28152,247.67105269494283
28170,196.40181474070542
28188,196.14141016103727
28206,195.91113903037595
28224,199.4961152833244
28242,209.41623996223763
28260,247.45120778343005
28278,249.48621801441845
28296,197.70165582576797
28314,197.30597012680053
28332,196.9472701136489
28350,188.13095254126915
28368,196.80338911206235
28386,231.87769470108717
28404,238.16650844240735
28422,186.0931113418776
28440,185.64472080154707
28458,189.62607872263115
28476,193.31758013142488
28494,207.12036626395104
28512,251.48422609101996
28530,251.31112451441172
28548,221.38249157413486
28566,205.78863233875748
28584,200.4629309494169
28602,193.73547404008195
28620,199.82191601194808
28638,235.40737566449158
28656,237.2208804794861
28674,187.9103607571804
28692,187.48775592329386
28710,186.98296586229287
28728,186.51654959939106
28746,195.70782723405793
28764,230.65056828673178
28782,233.4988992599564
28800,185.04577864462289
28818,184.71829485739494
28836,184.3140779537243
28854,183.9513990939965
28872,192.73478236752464
28890,227.2750696489146
28908,229.25549750419611
28926,181.79035455472905
28944,183.21950649886816
28962,182.929446192677
28980,180.2450304197776
28998,189.34645894912643
29016,218.65121837929956
29034,220.6898236188718
29052,175.10269346073636
29070,175.00061377242605
29088,175.07801292015247
29106,175.0259161215241
29124,183.96436390100382
29142,217.1798291653587
29160,219.3163941711603
29178,174.0979225070443
29196,173.93453344682544
29214,174.08826767129764
29232,173.76975534716615
29250,182.71527692243666
29268,215.78350885187027
29286,217.9794121022786
29304,173.08977308400208
29322,173.11767262249566
29340,173.31411266302817
29358,173.03548898589122
29376,181.9785875145859
29394,218.8114682441419
29412,228.5637073753832
29430,197.93505066848738
29448,207.13324629525368
29466,215.3013376902046
29484,213.22186719141436
29502,207.82256484781965
29520,237.2558257676764
29538,223.33793327389535
29556,168.95219956911217
29574,170.39348432283708
29592,170.58800779770257
29610,170.30937650202858
29628,179.10175504996982
29646,211.5343628557061
29664,213.69527753116165
29682,170.03304859824797
29700,170.05319210720586
29718,170.23333065286096
29736,169.94227780349613
29754,178.7034619295757
29772,211.05164641594075
29790,213.1978565381733
29808,169.28682817977318
29826,169.30440360459778
29844,169.48442076606892
29862,169.1987869090252
29880,177.9299569030145
29898,210.15297747403568
29916,212.3104638634356
29934,168.60295119357573
29952,168.64595264229024
29970,168.85573883079917
29988,171.58709473525374
30006,180.88545145394417
30024,210.39942932495467
30042,212.62437560462257
30060,168.909285032809
30078,169.0149318040064
30096,169.29332832274795
30114,174.26652132709282
30132,183.38902414926378
30150,216.76771419580479
30168,219.17566014661256
30186,174.21067290725597
30204,174.42169926573763
30222,174.6134919332362
30240,174.74544756078993
30258,184.01470305845754
30276,217.65600378434962
30294,220.2287513651487
30312,175.17413899911332
30330,175.5158185346746
30348,175.84097110065636
30366,176.10823714756404
30384,185.59308856583604
30402,219.69403893739448
30420,222.46503190145745
30438,177.09181735847827
30456,177.57631417381518
30474,177.32418673634268
30492,177.73109248840504
30510,187.44654360811734
30528,224.10772856604575
30546,227.10198248577532
30564,180.91349392899807
30582,181.5358514527045
30600,182.1378917595701
30618,182.2844251389753
30636,192.3699207685897
30654,228.02458908605405
30672,228.07339022576443
30690,181.7852384499129
30708,182.50267120558348
30726,183.19381372950056
30744,183.81409522039078
30762,194.06057939833994
30780,229.14294845717734
30798,232.41001058923007
30816,185.29223223636606
30834,186.06647124589773
30852,186.80640104606076
30870,187.46642673700114
30888,197.9372165904743
30906,234.72156784498836
30924,238.0732336495064
